student_id,gender,study_hours_per_day,attendance_percentage,assignment_score,midterm_score,final_exam_score,participation_score,internet_access,extra_classes,parent_education,sleep_hours,overall_score,grade
102313,Male,4.26,70.36,39.4,83.74,31.82,50.62,No,Yes,Bachelor,7.16,52.05,D
102314,Male,1.6,70.56,31.65,62.27,58.94,83.83,Yes,No,Bachelor,8.89,57.965500000000006,C
102315,Male,9.9,83.52,38.17,39.51,40.89,31.31,No,No,PhD,7.44,43.306,D
102316,Female,1.35,69.92,94.38,81.06,75.02,31.53,No,Yes,High School,7.31,75.543,B
102317,Male,6.89,76.51,76.47,34.94,97.01,61.05,Yes,Yes,PhD,7.11,71.7385,B
102318,Male,4.98,93.87,51.85,38.36,73.72,81.11,Yes,No,Master,6.78,63.260000000000005,C
102319,Male,9.54,64.09,85.54,81.91,78.64,33.36,No,No,Master,8.75,74.8545,B
102320,Male,3.21,63.11,64.19,82.76,57.76,28.9,Yes,Yes,Master,6.72,62.945,C
102321,Female,5.79,40.21,39.95,84.31,69.42,52.66,No,No,High School,7.32,62.651500000000006,C
102322,Female,5.34,76.81,91.92,47.0,68.07,22.08,No,No,Master,7.69,63.8475,C
102323,Female,7.33,41.79,53.71,89.99,83.17,77.3,Yes,No,High School,6.64,74.258,B
102324,Male,1.61,70.25,78.92,79.2,89.98,61.96,Yes,Yes,Bachelor,8.44,80.298,B
102325,Male,2.74,88.25,50.34,87.55,76.4,56.13,Yes,No,PhD,4.11,73.13350000000001,B
102326,Female,2.93,73.0,65.0,78.15,98.59,88.5,Yes,Yes,PhD,5.98,83.19399999999999,B
102327,Male,7.64,56.18,87.14,68.47,87.98,75.93,No,Yes,Master,7.08,78.54950000000001,B
102328,Male,2.7,87.17,40.97,33.2,38.73,23.43,No,No,PhD,4.09,41.1095,D
102329,Female,6.16,56.18,98.41,78.32,65.52,47.84,No,Yes,Master,8.68,72.596,B
102330,Female,2.94,83.98,34.92,76.78,93.23,38.91,No,Yes,High School,8.13,71.0985,B
102331,Female,8.75,76.62,67.38,48.44,96.08,82.19,Yes,No,Master,5.1,75.095,B
102332,Female,9.48,50.2,94.12,80.19,56.61,74.71,No,No,Master,5.66,71.17599999999999,B
102333,Male,5.67,94.31,96.2,66.28,80.8,52.48,No,Yes,PhD,7.39,78.769,B
102334,Male,4.17,52.04,46.25,66.96,58.74,84.13,No,No,PhD,5.71,60.166000000000004,C
102335,Female,3.11,99.38,40.08,52.57,38.66,46.91,No,Yes,High School,8.28,49.3185,D
102336,Male,1.45,40.44,80.71,33.76,91.92,82.32,Yes,No,PhD,5.24,69.02999999999999,C
102337,Female,3.42,55.81,32.94,41.27,95.24,12.89,Yes,Yes,High School,8.09,57.1095,C
102338,Female,6.89,51.99,63.97,82.66,65.33,22.12,Yes,No,PhD,6.32,63.7355,C
102339,Male,5.8,40.84,85.74,45.36,31.28,78.04,No,Yes,Master,6.27,51.324000000000005,D
102340,Female,9.5,83.94,69.22,25.17,87.12,20.3,No,No,Bachelor,4.84,61.0525,C
102341,Male,4.57,81.61,43.16,99.78,63.39,71.54,Yes,No,PhD,8.92,71.07849999999999,B
102342,Male,7.24,87.54,64.09,40.8,35.25,75.12,Yes,No,PhD,5.72,51.6215,D
102343,Male,5.4,55.4,94.49,74.15,43.26,69.6,No,Yes,PhD,5.02,65.07650000000001,C
102344,Male,5.61,66.66,73.2,94.52,40.65,83.64,No,Yes,High School,4.16,67.52749999999999,C
102345,Female,3.41,79.55,80.5,69.98,78.04,56.05,No,Yes,High School,6.47,74.469,B
102346,Male,5.09,66.39,53.54,84.93,50.96,90.73,No,Yes,PhD,4.16,65.4885,C
102347,Female,5.24,81.84,43.19,98.23,38.94,61.25,No,Yes,High School,6.28,61.1335,C
102348,Female,7.36,78.04,47.89,89.53,94.24,55.71,Yes,No,High School,8.51,78.3195,B
102349,Female,9.47,46.88,67.32,66.84,96.96,55.84,Yes,Yes,High School,6.49,74.38199999999999,B
102350,Female,3.96,86.86,49.62,52.28,39.7,92.09,Yes,Yes,High School,4.22,54.784,D
102351,Male,1.38,83.24,67.94,61.18,46.12,31.93,Yes,No,High School,5.32,56.542,C
102352,Male,5.47,79.35,79.55,88.14,71.45,72.55,No,Yes,Master,4.24,78.1425,B
102353,Female,5.9,49.31,81.41,89.0,40.54,31.84,No,Yes,PhD,8.41,60.836,C
102354,Female,2.52,56.08,41.53,88.44,41.1,18.3,No,Yes,Bachelor,5.2,52.239000000000004,D
102355,Male,7.84,63.59,82.53,69.79,53.56,95.84,Yes,Yes,PhD,4.33,68.6425,C
102356,Female,9.86,56.8,77.09,60.77,96.44,21.68,Yes,Yes,Bachelor,8.82,72.2125,B
102357,Male,9.51,53.67,30.84,48.35,97.37,71.76,No,No,Bachelor,6.44,64.878,C
102358,Female,2.77,88.32,34.12,25.25,88.93,48.21,Yes,No,High School,6.03,57.915,C
102359,Male,8.88,78.29,75.24,82.34,78.7,85.34,No,No,PhD,8.64,79.541,B
102360,Female,7.34,73.93,56.86,45.77,80.45,79.59,No,No,PhD,6.65,66.32400000000001,C
102361,Female,5.08,53.56,40.23,49.73,62.87,22.94,Yes,No,High School,5.41,50.13299999999999,D
102362,Male,5.87,95.08,33.11,88.26,67.11,52.1,Yes,No,Bachelor,7.96,66.8935,C
102363,Female,8.65,51.47,41.16,28.92,74.41,12.48,No,Yes,Master,5.36,47.900499999999994,D
102364,Female,5.32,87.7,97.03,94.57,81.19,48.66,Yes,Yes,High School,6.21,85.101,A
102365,Male,4.36,98.0,80.93,25.1,36.78,73.02,Yes,No,Bachelor,8.02,52.43600000000001,D
102366,Female,5.44,83.63,66.94,95.44,45.74,30.89,Yes,No,Bachelor,8.66,64.709,C
102367,Male,6.21,99.57,95.91,59.11,97.41,82.9,Yes,No,Bachelor,7.03,86.30000000000001,A
102368,Male,2.7,79.06,73.34,32.66,53.46,14.78,Yes,Yes,Bachelor,6.52,50.928,D
102369,Female,9.11,53.05,80.8,75.56,48.79,13.11,Yes,Yes,Master,4.38,58.74249999999999,C
102370,Female,7.07,52.23,49.79,92.19,59.53,12.47,Yes,No,High School,7.09,60.31099999999999,C
102371,Female,6.7,59.47,71.23,57.86,50.36,35.2,Yes,No,Master,5.63,55.80400000000001,C
102372,Female,1.9,40.43,40.04,76.85,36.38,52.04,Yes,Yes,PhD,6.57,49.200500000000005,D
102373,Female,6.44,80.9,58.31,98.45,44.56,19.67,No,Yes,Master,7.72,61.92750000000001,C
102374,Female,2.09,56.12,32.33,43.05,74.81,99.71,Yes,Yes,PhD,7.2,58.995,C
102375,Female,1.71,88.91,45.16,86.53,45.62,99.96,No,Yes,High School,4.48,65.5185,C
102376,Male,5.75,61.55,35.24,47.14,75.34,56.78,No,No,Master,5.99,57.035,C
102377,Female,4.63,68.8,57.14,56.98,37.01,61.12,No,Yes,PhD,5.0,51.618500000000004,D
102378,Male,6.3,97.94,89.01,46.13,32.93,93.41,Yes,Yes,High School,4.76,59.995000000000005,C
102379,Female,1.8,54.53,56.46,58.45,90.31,79.28,Yes,Yes,High School,5.1,70.894,B
102380,Female,4.88,83.28,88.21,25.38,83.2,25.12,Yes,Yes,Bachelor,8.6,63.947,C
102381,Male,2.57,85.31,75.95,47.76,76.62,81.32,No,No,PhD,7.56,70.61,B
102382,Female,9.88,53.26,65.67,58.4,32.16,30.78,Yes,No,Master,8.54,47.394000000000005,D
102383,Female,6.05,70.06,46.58,72.42,46.75,48.72,No,Yes,Master,6.53,55.661500000000004,C
102384,Male,7.19,61.01,94.55,72.8,86.86,57.93,Yes,Yes,High School,4.01,79.405,B
102385,Female,3.93,86.31,33.79,68.78,40.13,74.53,Yes,Yes,Bachelor,4.17,54.0825,D
102386,Female,1.85,77.35,78.22,46.98,86.9,23.51,Yes,No,Bachelor,4.72,67.89,C
102387,Female,9.78,68.56,73.49,96.06,70.9,16.86,No,No,Bachelor,7.9,72.07,B
102388,Male,3.58,86.76,60.87,54.4,81.83,87.95,No,No,High School,5.01,71.8855,B
102389,Female,4.81,54.11,46.82,41.27,75.12,84.41,Yes,No,High School,4.51,59.825500000000005,C
102390,Female,6.85,85.22,60.15,66.59,59.19,57.09,Yes,No,PhD,8.3,63.625,C
102391,Female,1.22,91.92,91.09,81.17,50.44,69.61,No,Yes,Master,5.14,72.3175,B
102392,Female,8.29,92.72,88.57,25.92,77.09,74.74,No,Yes,Master,6.51,67.92150000000001,C
102393,Male,5.83,87.02,95.9,45.73,86.48,52.89,Yes,No,PhD,5.7,74.8715,B
102394,Male,3.5,64.48,51.55,86.87,33.13,33.15,No,Yes,PhD,8.48,53.386,D
102395,Female,1.55,98.91,57.1,63.03,56.59,53.33,No,No,High School,7.52,62.208,C
102396,Female,2.46,62.78,31.31,55.64,54.55,95.57,Yes,Yes,Master,6.27,55.0995,C
102397,Male,9.06,78.32,96.01,94.82,69.16,85.4,Yes,No,Master,8.32,83.485,B
102398,Male,7.17,49.66,53.06,31.72,37.97,51.9,Yes,Yes,Master,7.63,41.9875,D
102399,Female,3.25,98.83,58.29,71.17,95.34,30.3,Yes,Yes,High School,8.04,75.7325,B
102400,Male,1.59,82.24,93.55,50.66,68.4,90.07,No,Yes,High School,8.89,72.546,B
102401,Female,7.22,85.2,66.86,30.31,94.66,67.44,Yes,Yes,PhD,5.02,69.3445,C
102402,Male,6.15,43.95,69.63,41.03,87.19,46.43,No,No,High School,5.01,63.73800000000001,C
102403,Male,4.64,85.81,42.34,72.09,43.41,20.05,Yes,Yes,High School,6.78,52.27000000000001,D
102404,Male,4.27,86.48,64.91,27.12,39.26,77.66,No,No,Master,6.66,49.917,D
102405,Male,2.95,80.31,94.27,69.42,90.29,38.53,Yes,No,Master,8.35,79.6945,B
102406,Female,7.03,57.51,69.11,96.76,67.53,64.57,No,No,PhD,4.78,73.8555,B
102407,Male,9.74,69.38,47.86,84.63,31.38,61.27,Yes,Yes,High School,6.13,54.7775,D
102408,Male,2.58,46.63,32.18,50.92,95.4,72.97,Yes,No,Master,6.64,64.51599999999999,C
102409,Female,6.37,68.3,53.54,35.37,63.11,58.39,Yes,No,Master,6.32,54.30799999999999,D
102410,Male,4.82,54.63,70.08,59.88,51.07,66.74,Yes,Yes,PhD,4.34,58.9975,C
102411,Male,5.02,60.95,32.98,54.47,66.16,17.34,Yes,No,Master,4.74,51.1985,D
102412,Female,3.29,49.76,72.69,97.88,87.6,69.88,Yes,Yes,PhD,4.77,81.63199999999999,B
102413,Male,8.43,53.8,66.64,99.24,37.72,27.48,Yes,No,Master,6.98,59.467999999999996,C
102414,Female,5.37,44.59,84.84,55.79,55.13,45.28,Yes,No,PhD,6.14,59.198,C
102415,Female,5.89,95.19,32.02,36.16,52.32,56.13,No,Yes,PhD,4.89,48.888,D
102416,Female,3.74,71.82,84.66,93.3,88.78,71.82,Yes,No,PhD,7.68,85.694,A
102417,Female,2.64,63.8,66.46,84.52,84.49,76.82,No,Yes,Bachelor,8.01,78.0555,B
102418,Male,1.77,72.1,55.94,63.35,58.01,73.44,Yes,No,Bachelor,5.05,61.883,C
102419,Female,7.43,77.7,97.58,52.4,76.51,18.56,Yes,Yes,High School,7.61,69.0205,C
102420,Male,2.77,95.31,41.21,58.61,57.61,44.82,Yes,Yes,High School,4.32,57.071,C
102421,Male,7.21,50.72,67.89,92.64,69.99,35.26,No,Yes,Master,8.28,69.8325,C
102422,Male,4.51,57.73,52.47,38.85,99.39,45.86,No,No,Bachelor,8.81,65.35199999999999,C
102423,Male,4.74,98.55,66.92,85.51,67.49,68.22,No,No,PhD,4.78,75.06,B
102424,Male,5.22,62.27,68.66,26.36,99.2,27.36,No,No,High School,7.93,64.005,C
102425,Male,4.31,41.35,36.26,94.04,82.3,55.19,No,Yes,High School,4.49,69.221,C
102426,Male,1.91,48.86,76.28,62.52,38.45,89.64,Yes,No,PhD,8.81,58.19350000000001,C
102427,Male,3.79,41.58,74.41,42.01,85.72,75.8,No,No,PhD,6.26,67.1245,C
102428,Male,6.97,99.4,83.86,25.21,41.29,75.28,No,No,Bachelor,6.68,54.994,D
102429,Male,6.99,56.73,36.35,66.97,67.26,86.38,No,Yes,PhD,7.82,61.8645,C
102430,Female,3.58,95.41,50.81,43.34,72.93,45.93,No,No,High School,5.24,60.656499999999994,C
102431,Female,5.14,99.75,75.51,72.34,92.46,78.35,No,No,High School,5.99,83.358,B
102432,Female,2.74,75.99,39.57,46.09,44.73,15.28,No,Yes,Bachelor,4.35,44.218999999999994,D
102433,Male,2.89,41.99,77.43,31.6,91.32,15.08,No,No,Master,7.07,61.055,C
102434,Female,1.21,44.9,34.13,62.88,95.41,39.86,Yes,No,Bachelor,8.0,64.4155,C
102435,Female,9.07,68.9,53.45,67.34,36.26,27.72,No,Yes,High School,8.26,49.878,D
102436,Female,2.9,64.37,89.27,58.94,91.97,56.67,No,Yes,Bachelor,6.68,76.8825,B
102437,Male,3.05,76.37,84.2,59.35,48.14,26.49,Yes,No,Master,7.83,58.8125,C
102438,Male,3.52,66.33,75.13,69.22,35.67,97.8,Yes,Yes,High School,4.75,61.228500000000004,C
102439,Male,2.15,96.04,90.93,64.48,97.1,86.6,Yes,No,PhD,7.72,86.55499999999999,A
102440,Male,6.75,72.08,79.65,34.94,57.45,98.43,Yes,Yes,High School,4.02,61.823499999999996,C
102441,Female,1.68,81.62,66.36,39.78,73.61,82.7,No,No,PhD,4.97,65.4125,C
102442,Female,2.21,93.79,98.58,35.63,68.7,95.6,No,Yes,High School,7.17,71.6075,B
102443,Female,6.8,48.81,78.64,77.0,44.92,43.13,No,No,Master,5.6,59.894000000000005,C
102444,Female,4.06,53.78,72.1,64.64,76.87,54.81,No,Yes,PhD,6.05,68.3435,C
102445,Male,7.37,46.44,58.62,57.24,33.23,31.58,Yes,No,High School,8.13,45.466499999999996,D
102446,Male,6.02,48.38,93.17,84.88,44.22,67.22,No,Yes,PhD,6.86,66.89099999999999,C
102447,Male,3.3,70.76,50.7,49.43,96.13,80.94,No,No,High School,5.99,71.31299999999999,B
102448,Female,6.86,59.27,30.65,67.61,96.75,54.89,No,Yes,Master,6.33,68.311,C
102449,Male,2.05,65.39,43.77,30.58,63.79,36.67,No,No,Bachelor,8.24,48.9315,D
102450,Male,5.83,98.95,37.67,80.83,41.84,55.69,No,No,Master,6.43,57.849500000000006,C
102451,Female,4.93,49.4,52.33,77.14,59.51,15.66,No,No,Bachelor,8.38,57.085499999999996,C
102452,Female,3.41,72.45,87.81,85.18,91.39,74.9,Yes,No,High School,5.24,85.5785,A
102453,Male,6.44,45.93,75.61,91.34,34.92,50.64,Yes,No,Master,6.67,59.836,C
102454,Male,8.84,59.11,41.83,81.85,38.95,90.84,No,Yes,Master,5.85,57.456,C
102455,Male,9.99,71.65,85.22,88.34,92.7,93.09,Yes,No,Bachelor,6.96,88.04800000000002,A
102456,Male,6.47,96.8,65.3,50.92,59.08,21.3,Yes,Yes,Master,6.88,58.278,C
102457,Male,4.64,63.47,65.89,50.75,35.84,99.65,No,Yes,Bachelor,6.86,54.721500000000006,D
102458,Male,3.03,43.89,55.35,95.82,39.74,97.28,Yes,Yes,Bachelor,6.64,63.051,C
102459,Female,3.31,63.29,90.52,93.59,91.77,66.44,Yes,No,Bachelor,6.27,86.594,A
102460,Female,5.32,48.74,52.28,66.14,64.31,84.29,Yes,No,Master,8.55,62.8025,C
102461,Female,4.31,53.8,36.59,52.49,41.41,11.66,No,Yes,PhD,5.34,41.48,D
102462,Male,9.22,77.09,51.19,89.95,92.58,97.33,No,Yes,High School,6.17,82.57050000000001,B
102463,Female,4.31,44.05,80.07,49.26,89.17,51.07,Yes,No,Master,5.06,69.0505,C
102464,Male,4.36,67.88,76.03,36.52,31.61,91.87,No,No,PhD,5.66,51.3745,D
102465,Male,4.45,76.57,43.16,72.96,70.67,44.66,No,No,Bachelor,5.24,63.7295,C
102466,Female,8.53,65.31,37.82,28.2,47.1,80.94,No,No,PhD,7.35,45.724,D
102467,Male,6.86,41.15,76.26,53.43,67.32,47.62,No,Yes,PhD,7.54,61.048500000000004,C
102468,Male,6.53,99.13,77.35,85.57,49.55,42.64,No,No,High School,5.38,68.382,C
102469,Female,4.01,62.03,55.63,47.14,52.11,95.21,Yes,No,PhD,8.92,56.87350000000001,C
102470,Female,8.36,86.71,89.0,94.85,72.13,72.92,No,Yes,Master,5.42,82.721,B
102471,Female,1.35,59.54,98.47,96.69,67.72,85.61,Yes,No,High School,8.14,82.08350000000002,B
102472,Male,8.84,68.5,44.4,86.19,57.66,58.9,No,Yes,High School,5.46,63.3485,C
102473,Female,5.61,63.31,70.39,99.07,37.53,92.65,No,Yes,High School,6.07,67.577,C
102474,Female,4.58,60.55,30.37,64.81,97.86,76.6,Yes,Yes,Bachelor,7.32,70.2425,B
102475,Male,5.47,41.31,79.91,67.69,42.22,16.5,Yes,Yes,Bachelor,6.79,53.4625,D
102476,Female,7.01,61.6,59.0,87.71,74.32,79.02,Yes,No,High School,6.53,73.80149999999999,B
102477,Female,1.11,93.37,43.53,61.96,35.79,11.68,Yes,Yes,High School,7.97,47.2275,D
102478,Female,8.84,81.42,82.66,55.5,78.18,84.62,No,No,Bachelor,7.54,74.374,B
102479,Male,5.02,48.73,86.75,71.11,36.64,39.87,Yes,No,Bachelor,8.57,56.811499999999995,C
102480,Male,4.09,75.47,37.78,74.32,46.07,63.85,No,Yes,Bachelor,5.15,56.192499999999995,C
102481,Male,2.24,93.53,32.87,81.32,75.29,77.44,No,No,Bachelor,4.08,70.35249999999999,B
102482,Male,4.96,82.0,53.39,75.12,49.81,67.33,Yes,No,Bachelor,9.0,61.8245,C
102483,Female,5.47,48.92,73.82,80.93,67.3,70.51,Yes,Yes,Bachelor,5.42,70.49449999999999,B
102484,Male,4.63,92.07,85.54,75.59,38.72,90.34,Yes,No,Master,4.21,67.79849999999999,C
102485,Male,7.11,58.09,68.22,61.03,44.17,43.66,No,No,Bachelor,5.24,54.536,D
102486,Female,4.79,67.24,70.65,35.12,81.36,59.24,Yes,No,PhD,7.34,64.034,C
102487,Female,9.65,71.57,85.99,83.91,32.46,25.74,No,Yes,PhD,6.94,59.2675,C
102488,Female,6.39,91.03,67.02,27.31,37.83,52.08,Yes,Yes,High School,5.03,47.783,D
102489,Male,8.27,95.9,72.78,99.44,45.05,23.5,Yes,No,PhD,4.93,67.12349999999999,C
102490,Male,1.98,95.78,66.14,87.13,31.41,67.02,No,Yes,PhD,6.22,62.284,C
102491,Male,4.58,40.48,91.63,75.32,36.68,39.18,No,Yes,Master,4.07,57.96,C
102492,Female,4.03,95.31,46.49,97.5,49.7,87.31,Yes,No,Bachelor,4.01,69.33,C
102493,Female,6.13,43.26,48.48,70.94,36.5,40.92,No,No,Bachelor,7.08,48.623999999999995,D
102494,Male,8.75,55.95,38.96,29.23,90.63,35.82,Yes,No,PhD,5.63,55.997,C
102495,Female,1.71,70.9,87.36,66.95,34.63,54.21,Yes,Yes,Bachelor,4.12,58.84100000000001,C
102496,Female,1.65,68.8,58.82,45.79,90.27,25.78,No,No,Bachelor,6.3,64.264,C
102497,Female,8.65,76.28,54.35,52.71,87.6,28.34,Yes,No,High School,8.68,65.1695,C
102498,Male,2.92,68.77,98.69,59.47,37.05,80.48,No,Yes,High School,5.27,62.498,C
102499,Female,7.02,96.06,94.88,83.1,31.76,54.75,No,No,Master,5.26,65.94800000000001,C
102500,Female,5.89,54.43,98.04,62.72,33.5,28.57,Yes,No,High School,6.34,55.313,C
102501,Male,8.5,56.44,39.96,60.6,71.33,12.84,Yes,No,Bachelor,4.74,55.0355,C
102502,Male,2.13,95.24,92.39,47.65,76.92,51.98,No,Yes,Bachelor,7.19,72.0345,B
102503,Female,2.17,44.6,53.01,65.49,73.45,76.84,No,No,Master,8.2,64.826,C
102504,Female,6.01,76.57,30.89,43.63,67.9,41.61,Yes,No,PhD,4.97,52.66850000000001,D
102505,Male,9.52,80.9,57.39,44.57,42.23,32.32,Yes,Yes,Master,7.29,48.723,D
102506,Male,4.73,70.33,65.64,81.79,88.87,45.67,Yes,Yes,Bachelor,8.44,76.28000000000002,B
102507,Female,3.94,81.65,37.58,50.69,52.93,96.32,Yes,No,PhD,8.52,56.510999999999996,C
102508,Female,6.46,50.37,67.64,28.85,99.03,48.08,Yes,Yes,High School,6.76,65.246,C
102509,Female,9.37,91.16,87.36,50.78,56.94,33.37,No,Yes,Master,4.76,62.54900000000001,C
102510,Female,8.53,48.4,56.44,72.89,48.41,61.23,No,No,PhD,7.3,57.41699999999999,C
102511,Male,9.96,64.05,54.69,86.05,92.6,82.97,No,No,Master,7.67,79.5625,B
102512,Female,1.2,44.52,53.72,97.15,69.72,12.01,No,Yes,High School,7.77,65.0865,C
102513,Female,2.02,72.71,94.62,80.97,80.53,60.23,No,Yes,PhD,8.67,80.646,B
102514,Male,6.49,80.18,33.41,57.16,58.59,85.27,No,No,Master,7.08,58.0235,C
102515,Female,8.39,96.47,61.16,47.43,92.08,29.41,Yes,Yes,High School,6.33,68.9055,C
102516,Male,3.57,84.36,48.52,34.72,94.24,92.95,No,No,Bachelor,6.51,69.09899999999999,C
102517,Female,3.15,72.47,92.57,72.08,60.57,61.99,Yes,Yes,PhD,5.61,71.17949999999999,B
102518,Female,8.08,95.96,36.72,63.24,46.85,56.51,No,No,High School,4.29,54.798500000000004,D
102519,Male,1.51,68.71,58.8,75.83,75.34,96.73,No,Yes,Master,7.59,73.6305,B
102520,Male,4.32,73.67,58.48,42.78,96.82,21.67,No,Yes,Bachelor,4.1,65.812,C
102521,Female,5.55,75.77,92.19,49.27,73.57,76.61,Yes,Yes,Master,4.32,71.743,B
102522,Female,6.04,64.6,45.08,46.91,96.8,83.67,No,Yes,PhD,5.67,69.45049999999999,C
102523,Female,7.56,90.31,75.14,84.82,54.07,53.97,No,No,High School,8.66,69.5855,C
102524,Male,4.19,51.11,39.41,37.84,94.06,10.58,Yes,No,Master,6.42,56.432,C
102525,Female,6.51,73.29,96.78,70.64,37.88,57.19,Yes,Yes,Master,5.08,63.32200000000001,C
102526,Male,6.27,83.33,71.51,28.85,55.12,23.82,No,No,High School,8.49,51.521499999999996,D
102527,Male,5.93,94.24,73.84,66.21,64.61,60.63,No,Yes,PhD,6.86,69.42099999999999,C
102528,Female,6.76,93.04,60.36,29.79,75.72,76.48,Yes,No,PhD,5.85,62.97350000000001,C
102529,Male,3.34,70.52,53.96,38.19,50.59,57.8,No,No,PhD,7.58,50.878,D
102530,Female,1.76,78.59,44.89,33.48,94.7,66.77,Yes,No,Bachelor,6.21,65.029,C
102531,Female,2.07,63.65,72.28,51.0,93.24,19.36,Yes,Yes,Bachelor,7.65,68.14099999999999,C
102532,Female,3.02,68.09,96.82,50.78,85.95,18.73,Yes,Yes,PhD,5.09,70.8235,B
102533,Female,5.5,94.38,55.19,86.98,38.01,86.58,Yes,Yes,Master,4.75,64.1825,C
102534,Female,8.56,95.84,91.82,41.93,35.48,14.44,No,Yes,High School,6.3,52.292500000000004,D
102535,Male,7.31,93.72,40.41,31.48,64.87,35.59,No,Yes,Master,5.6,51.58749999999999,D
102536,Male,8.1,48.3,95.53,70.26,83.57,94.39,No,Yes,Bachelor,7.03,80.1895,B
102537,Female,4.16,91.01,54.53,76.56,38.63,51.3,No,Yes,High School,7.94,57.7975,C
102538,Female,4.64,96.9,56.58,47.11,74.9,70.71,Yes,No,Master,8.51,66.06949999999999,C
102539,Male,4.54,61.67,62.4,70.21,66.95,29.95,Yes,No,PhD,7.8,62.627,C
102540,Male,2.73,71.12,80.28,83.2,80.82,34.35,No,No,Master,5.71,75.69,B
102541,Male,1.55,86.75,80.38,51.07,60.48,55.81,Yes,No,High School,7.64,64.2675,C
102542,Male,6.32,73.72,63.57,64.4,78.53,67.43,Yes,Yes,Master,6.65,70.4145,B
102543,Female,9.9,99.61,66.62,36.0,41.17,96.44,No,No,Bachelor,8.53,56.338499999999996,C
102544,Female,2.5,67.34,32.1,26.77,45.02,61.7,No,Yes,High School,7.53,41.773500000000006,D
102545,Male,1.42,82.84,51.3,98.6,93.23,18.64,No,Yes,Master,4.75,77.6885,B
102546,Female,8.02,87.56,54.22,47.48,53.06,43.02,Yes,No,Bachelor,4.39,54.342999999999996,D
102547,Male,3.27,69.65,69.11,45.92,98.99,31.98,Yes,No,Bachelor,6.72,70.11149999999999,B
102548,Female,8.47,91.42,69.08,97.99,33.23,32.9,No,Yes,Bachelor,5.83,62.376,C
102549,Male,7.34,72.77,79.69,79.62,64.71,55.48,No,No,Master,4.84,71.3165,B
102550,Female,9.51,64.7,80.19,68.9,52.75,38.5,Yes,No,Master,7.99,62.045500000000004,C
102551,Male,4.68,46.47,46.46,77.45,99.72,36.04,Yes,Yes,High School,5.88,71.8075,B
102552,Male,6.96,63.6,83.91,78.24,99.3,97.12,No,No,PhD,4.43,87.169,A
102553,Female,5.18,84.04,31.37,82.25,46.47,62.56,No,Yes,PhD,5.31,57.761,C
102554,Male,6.68,95.28,80.13,30.04,48.71,33.56,Yes,No,High School,7.38,53.468500000000006,D
102555,Female,5.05,55.1,37.14,55.96,82.48,34.83,Yes,Yes,PhD,7.24,59.278999999999996,C
102556,Female,2.7,61.31,81.08,47.13,92.28,82.99,Yes,No,PhD,5.31,74.7265,B
102557,Male,5.57,49.24,66.9,30.29,76.46,89.78,No,No,High School,5.71,61.6155,C
102558,Female,5.76,81.44,60.61,55.94,90.53,71.11,Yes,Yes,High School,4.25,73.0475,B
102559,Female,8.3,97.61,78.35,71.21,34.43,48.83,Yes,No,High School,8.77,60.167,C
102560,Female,7.62,78.46,32.55,38.39,74.84,78.81,Yes,Yes,Bachelor,5.64,58.02850000000001,C
102561,Female,6.97,77.02,45.64,47.88,79.01,94.36,Yes,No,High School,8.65,65.8895,C
102562,Female,2.02,73.21,73.15,72.94,43.32,24.96,Yes,No,Bachelor,8.07,57.844,C
102563,Male,7.49,45.31,89.31,68.45,84.46,87.55,Yes,Yes,Master,5.68,77.8215,B
102564,Female,5.5,83.77,56.68,90.16,96.1,86.39,Yes,Yes,High School,7.47,84.52699999999999,B
102565,Female,9.05,76.12,48.11,84.34,92.86,42.99,No,Yes,PhD,6.37,75.119,B
102566,Female,9.28,79.69,66.31,97.42,47.15,36.26,No,Yes,PhD,8.88,65.7145,C
102567,Female,1.5,93.93,73.56,69.79,52.68,60.88,No,Yes,PhD,7.19,66.07849999999999,C
102568,Female,8.39,87.04,59.41,77.39,64.97,34.51,No,Yes,PhD,6.6,66.124,C
102569,Male,1.34,86.85,91.37,89.54,41.09,23.08,No,Yes,Bachelor,7.19,66.0335,C
102570,Female,4.3,95.63,66.64,88.0,96.78,95.78,No,No,Master,5.1,88.342,A
102571,Male,5.88,99.4,32.51,78.9,41.31,54.22,No,No,High School,5.53,56.0475,C
102572,Male,2.33,74.88,45.61,62.52,83.3,52.5,No,No,High School,7.56,66.645,C
102573,Male,7.72,46.53,61.55,45.49,53.9,21.35,No,Yes,Master,4.42,49.335499999999996,D
102574,Male,1.08,67.55,78.84,90.79,70.16,55.37,Yes,Yes,PhD,5.51,75.3135,B
102575,Female,2.52,87.26,45.38,83.25,33.3,76.85,Yes,No,High School,7.1,57.954499999999996,C
102576,Male,6.23,41.66,98.34,87.84,44.35,32.32,No,Yes,Master,8.98,64.5485,C
102577,Male,7.43,43.41,52.3,35.56,61.11,43.2,Yes,No,PhD,8.63,49.3995,D
102578,Female,9.25,44.03,67.27,48.61,77.4,26.1,Yes,Yes,High School,8.16,59.7095,C
102579,Female,7.35,83.86,31.33,56.87,84.43,41.96,Yes,Yes,PhD,6.5,62.616,C
102580,Female,7.05,70.07,91.94,87.88,32.11,87.52,No,Yes,Master,8.02,67.3555,C
102581,Male,4.55,62.13,85.22,91.97,40.67,31.34,No,Yes,Bachelor,6.79,63.618,C
